,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
3496,5,,True,"05 27, 2016",A3N80SH2L4P78F,B00014351Q,Holly A Zemke,Great color!,Five Stars,1464307200,,
3497,5,,True,"05 26, 2016",A2JL3VN0PGXR0M,B00014351Q,Leslye Stern,Gray color and polish,Five Stars,1464220800,,
3498,5,,True,"05 26, 2016",A23LYYPZPV3W21,B00014351Q,April Blackstone,Love this color!,Five Stars,1464220800,{'Color:': ' Humidi-Tea'},
3499,5,,True,"05 26, 2016",AENH50GW3OKDA,B00014351Q,K,Beautiful Color for summer. I used two coats and a top coat and it looks amazing! Not streaky or watery more creamy. Very good coverage.,Beautiful Color!,1464220800,,
3500,5,,True,"08 16, 2017",A3HH9WY80XW4L6,B000142FVW,Amazon Customer,Absolutely love this color!!! I have received countless compliments on this particular color...would definitely buy it again!,Love...,1502841600,{'Color:': ' Taupe-less Beach'},
3501,3,,True,"08 16, 2017",A2Q6FZEOX5FED0,B000142FVW,K. Foster,"Color was fairly deep and gave full coverage after only 2 coats. When viewed in the bottle the polish appears to have a subtle, pearlescent shimmer. Unfortunately, once applied this effect was almost completely lost. I was left with plain purple nails, which was rather boring.",which was rather boring.,1502841600,{'Color:': ' Purple with a Purpose'},
3502,5,,True,"08 15, 2017",A1YCFQQ0EG0GKB,B000142FVW,brenda bridges,Fab color,Five Stars,1502755200,{'Color:': ' Flashbulb Fuchsia'},
3503,5,,True,"08 15, 2017",A21LF5SIGL3IBP,B000142FVW,Customer Nic,I guess my wife likes it...,Five Stars,1502755200,{'Color:': ' Strawberry Margarita'},
3504,5,,True,"08 15, 2017",A2OA2TTKYDAL3M,B000142FVW,Stacie Vawter,"Perfect. Exactly what I wanted, used it for my wedding.",Five Stars,1502755200,"{'Color:': "" Stop it I'm Blushing!""}",
3505,5,,True,"08 15, 2017",A32T4R9UB8QURM,B000142FVW,Trisha,Love the color and it stayed on for a week. Will purchase again.,Good quality and nice color!,1502755200,{'Color:': ' Purple with a Purpose'},
3506,5,,True,"08 14, 2017",AKV0CZGADKDNO,B000142FVW,Benjamin f. fisher,typIcal OPI quality,Five Stars,1502668800,{'Color:': ' Black Onyx'},
3507,5,,True,"08 14, 2017",A3WXEMEUT361T,B000142FVW,Kindle Customer,"A million compliments on this simple pale pink sheer polish.  So professional and clean looking.  love love.  Goes on smooth, no milky looking nails, Dries quickly 2 coats and you are out the door.",Absolute favorite color,1502668800,{'Color:': ' Rosy Future'},
3508,1,,True,"08 14, 2017",A1PKZ01788TSMF,B000142FVW,Patrick rose,Waste of money. Someone totally added water to it and resold it. Wasn't even sealed or anything.,One Star,1502668800,{'Color:': ' Skating on Thin Ice-Land'},
3509,5,,True,"08 14, 2017",AXM3PB41FI195,B000142FVW,Lianna M,"The ""I am what I amethyst"" is true to online color and lasts a decent amount of time even though I wash my hands 1000 times a day while working with kids.",Love OPI,1502668800,{'Color:': ' I Am What I Amethyst'},
3510,5,4,True,"05 25, 2016",A1IXHI7IT67YLW,B00014351Q,MB,"This blue is a new color for me. I usually stick with the pinks, but I finally gave in and tried the blue. As a yoga teacher my toes are always in my students' faces, so I want them to look nice. This color is great.",Decided to give blue a chance.,1464134400,{'Color:': ' Rich Girls & Po-Boys'},
3511,5,,True,"05 25, 2016",AEJCGRCBX8KCQ,B00014351Q,N&#039;Awlins,It's a beautiful color.,Five Stars,1464134400,{'Color:': ' Take a Right on Bourbon'},
3512,4,,True,"05 25, 2016",AENH50GW3OKDA,B00014351Q,K,I agree with other reviewer it's not as bright as I had pictured this to be. Still I will wear once I get a tan .I think the color will stand out more. Mine looks on the peach side some say pink but I didn't see that.,Not as bright,1464134400,{'Color:': ' Got Myself into a Jam-balaya'},
3513,5,,True,"05 24, 2016",A3DSH2XDHLF8LZ,B00014351Q,Kelly Kellogg,Best color. So many compliments.,Fave,1464048000,{'Color:': ' Rich Girls & Po-Boys'},
3514,5,,True,"05 21, 2016",A1SAM83M1SH5AK,B00014351Q,Angela,"Such a gorgeous color and great no chip,  long wear!",Five Stars,1463788800,{'Color:': ' Show Us You Tips!'},
3515,5,,True,"05 20, 2016",A21AG8TGHSS7NA,B00014351Q,AJS,Love the color,Five Stars,1463702400,,
3516,4,,True,"05 20, 2016",A21AG8TGHSS7NA,B00014351Q,AJS,Love the color,Four Stars,1463702400,{'Color:': ' Got Myself into a Jam-balaya'},
3517,5,,True,"05 18, 2016",A2W31SHNFFX6YQ,B00014351Q,Xorgro,I love OPI!,Five Stars,1463529600,{'Color:': ' Rich Girls & Po-Boys'},
3518,5,,True,"05 17, 2016",ASLET2ZP1M2P0,B00014351Q,Vicki King,Great color,Five Stars,1463443200,,
3519,3,,True,"05 17, 2016",AXBBTPH9X56KH,B00014351Q,Francine,"I love OPI products.  The picture of this color is deceiving and it's not what I expected.  It will be a good color to try once I get a little tanner, I think I'm far too pale skinned to wear it right now.  I'll return and rate it once I've worn it.",Summer Tan and OPI New Orleans Spring,1463443200,{'Color:': ' Got Myself into a Jam-balaya'},
3520,3,,True,"08 14, 2017",A3CD4129EIQUEX,B000142FVW,Amazon Customer,"This is a shimmer polish which I didn't realize.  Its not a heavy shimmer, but its not what I was expecting.  Maybe best for a pedi rather than a mani?",Disappointed,1502668800,{'Color:': ' Tutti Frutti Tonga'},
3521,1,,True,"08 13, 2017",A21STNDK6QQ3Z2,B000142FVW,Nancy,Terrible! Wore off in one day. Must have been very old. Threw it away.,One Star,1502582400,{'Color:': ' Do You Lilac It?'},
3522,3,,True,"08 13, 2017",A2G334TSQQDYDV,B000142FVW,Paige Turner,nice color,Three Stars,1502582400,{'Color:': ' Live.Love.Carnaval'},
3523,5,,True,"08 13, 2017",A185JPASZDBPDH,B000142FVW,tricia,Ordered for sisters who absolutely love it.,Five Stars,1502582400,{'Color:': ' Suzi Has a Swede Tooth'},
3524,5,,True,"08 13, 2017",A329ZD1INHAVGA,B000142FVW,Linda K,Love the color!! And like all OPI nail polishes this one lasts a long time on the nails. Have gotten lots of compliments on it.,Love the color!!,1502582400,{'Color:': ' Cajun Shrimp'},
3525,5,,True,"08 12, 2017",A1B83NG4UDOJFY,B000142FVW,rose,"A bright, happy,summery shade. Completely pleased!",Happy Dog Days!,1502496000,{'Color:': ' ElePhantastic Pink'},
3526,5,,True,"08 12, 2017",AH3ZUU6OKNTYL,B000142FVW,woodsie,My favorite color for summer!  Hard to find!,The most beautiful color!,1502496000,"{'Color:': "" You're Such a BudaPest""}",
3527,5,,False,"08 12, 2017",A193NFZDUK455H,B000142FVW,Amanda,great color,Five Stars,1502496000,{'Color:': ' Tickle My France-y'},
3528,5,,True,"08 11, 2017",A3R6ZCJNUN056W,B000142FVW,Pedro,A 10 for sure,Five Stars,1502409600,{'Color:': ' Pink Flamenco'},
3529,4,,True,"08 11, 2017",A3UPSBW504MQXH,B000142FVW,Melody,"Great color, but it stains nails, even with a base coat.","Nice color, but it stains",1502409600,{'Color:': ' AmazON...AmazOFF'},
3530,5,,True,"05 16, 2016",A1EFPNIVOE044M,B00014351Q,Amazon Customer,Ordered on 5/14 and it arrived today 5/16. Great seller & awesome color. Thanks!,OPI She's a Bad Muffuletta!,1463356800,,
3531,1,,True,"05 15, 2016",A13CD1KBPZ8QA0,B00014351Q,tonia r. sneed,Not what it looks like,No,1463270400,{'Color:': ' Rich Girls & Po-Boys'},
3532,4,,True,"05 15, 2016",A1QEB31EUFAAZV,B00014351Q,JJ,"This is a perfect color for spring. Looks nice on tanned or darker skin. Four stars, vs 5 because it doesn't go on evenly and we had to put 3 coats on.",Nice spring color,1463270400,{'Color:': ' Got Myself into a Jam-balaya'},
3533,5,,False,"05 15, 2016",A1CO6FDZDYLUQA,B00014351Q,LaCajun70586,"Goldish metallic color. Goes on smooth, with two coats achieving the color.  Bourbon has a goldish color ergo the color in the bottle (no pun intended).",BOURBON STREET,1463270400,{'Color:': ' Take a Right on Bourbon'},
3534,5,,True,"05 12, 2016",AKFT5PNW91FJG,B00014351Q,Terri Smith,This color rocks!,Five Stars,1463011200,{'Color:': ' Rich Girls & Po-Boys'},
3535,5,5,True,"05 12, 2016",AKFT5PNW91FJG,B00014351Q,Terri Smith,"Love this color ! Didn't think I would ,  looks classy on ,has lasting power.  I only by OPI  Polish.",OPI rules!,1463011200,{'Color:': ' I Manicure for Beads'},['https://images-na.ssl-images-amazon.com/images/I/71neZjeo-vL._SY88.jpg']
3536,5,,True,"05 12, 2016",ADHZZPY9F88VE,B00014351Q,Megan Harrel,"i love everything about this nail polish. It's bold and beautiful, and I would definitely buy this color again. It's not a true ""red"" but it's perfect for summer.",i love everything about this nail polish,1463011200,,
3537,4,,True,"05 12, 2016",AB8784AJGX0DA,B00014351Q,Katelyn Affalter,color is pretty,Four Stars,1463011200,{'Color:': ' Rich Girls & Po-Boys'},
3538,5,,True,"05 12, 2016",A2RMXI5NNXFES7,B00014351Q,Heather Carroll,Best colors in a long time.,Love this collection,1463011200,{'Color:': ' Show Us You Tips!'},
3539,5,,True,"05 10, 2016",AFJVZYIIIM5US,B00014351Q,Whitney,Love love LOVE this color. It makes my nails look so clean and healthy! Looks great on dark and fair skin tones! Definitely recommended!,A must-have!,1462838400,{'Color:': ' Humidi-Tea'},
3540,5,,True,"08 11, 2017",A2LWDSL44UUZYT,B000142FVW,maggie lapre,"Beautiful fall color. Application of one coat is sufficient because color is so rich.  ,absolutely no streaks. ",Five Stars,1502409600,{'Color:': ' Barefoot in Barcelona'},
3541,5,,True,"08 11, 2017",AY313DEUMBKNA,B000142FVW,She&#039;,"Reminds me of OPI ""Thanks a Windmillion""",Love it,1502409600,{'Color:': ' My Dogsled is a Hybrid'},
3542,1,,True,"08 10, 2017",A8PJKWT6FHNM3,B000142FVW,Amazon Customer,"The OPI 'Passion' color I received is not the same as the as the the OPI 'Passion' at my nail salon.  Definitely not a neutral, much more pink.  Very dissapointed!!!",Color not as advertised.,1502323200,{'Color:': ' Passion'},
3543,5,,True,"08 10, 2017",A3S03DYGJ28C06,B000142FVW,A. B. Runkles,Very pretty and goes on smoothly without drips. Happy with all of the OPI polishes I ordered.,OPI....The Best!,1502323200,"{'Color:': "" Kiss Me I'm Brazilian""}",
3544,1,6,True,"08 10, 2017",A2G81YMK248C63,B000142FVW,Steven,This is a knock off nail polish. It looks nothing like the picture and is sent in a fake opi bottle. Do not buy this!!! It is non-refundable. I would give it negative stars if I could!,"Do not buy this, it is fake!",1502323200,{'Color:': ' Bubble Bath'},['https://images-na.ssl-images-amazon.com/images/I/71XIHPgt8qL._SY88.jpg']
3545,3,,False,"08 9, 2017",AL6TOJMJY6RFM,B000142FVW,Amazon Customer,A little too sheer but lasts,Sheer but lasts,1502236800,{'Color:': ' Soft Pink'},
3546,5,,True,"08 9, 2017",A349N6O34SZ927,B000142FVW,Sarah R,My favorite nude nail polish! It is universally flattering and I love the small amount of shimmer.,Great nude polish,1502236800,{'Color:': ' Samoan Sand'},
3547,2,,True,"08 8, 2017",A3AZWZJR8Z8JLD,B000142FVW,Curoisity,"The texture for each polish is inconsistent. The Gargantuan Green Grape polish is extremely watery and too transparent. It takes multiple layers to get the desired color. Alpine Snow, on the other hand, is VERY thick. It is difficult to spread and has a nasty tendency to cause streaks. Each polish varies wildly in consistency. Order at your own risk.",Meh.,1502150400,{'Color:': ' Gargantuan Green Grape'},
3548,4,,True,"08 8, 2017",A2RZ52MFIEPET,B000142FVW,Bluwater,I think the price is too high!,Four Stars,1502150400,{'Color:': ' Kiss Me on My Tulips'},
3549,5,,True,"08 8, 2017",A3LK4IU0J0NK2M,B000142FVW,Individual,Great Taupe color!! Please change the item visual/picture as it shows it as a Red and by the name of the color it is a nude/Taupe.  Otherwise great Opi polish.,TAUPE!!,1502150400,{'Color:': ' Taupe-less Beach'},
3550,5,,True,"05 9, 2016",A2B8BU5LXF05WT,B00014351Q,Abigail,Love this color!! My new favorite summer color.,So pretty!!,1462752000,,
3551,5,,True,"05 8, 2016",A7U4KG4S0DES,B00014351Q,Kindle Customer,"Exactly as advertised, shipped promptly, fair price. Couldn't be better.",Perfect,1462665600,{'Color:': ' Show Us You Tips!'},
3552,5,,True,"05 8, 2016",A1G4PKFCBTKX7E,B00014351Q,robin weber,Great color. Beautiful on your nails.,Beautiful color,1462665600,{'Color:': ' Got Myself into a Jam-balaya'},
3553,5,,True,"05 5, 2016",A1CE5PD9DRZ7IX,B00014351Q,Cookie Peeler,love it. good service,Five Stars,1462406400,{'Color:': ' Rich Girls & Po-Boys'},
3554,1,2,True,"05 5, 2016",A1GKDQ1VHR1QY9,B00014351Q,StatuesqueJ,Hate it. It's a frosty pink color,One Star,1462406400,{'Color:': ' Humidi-Tea'},
3555,5,,True,"05 4, 2016",A2YR2E6I5CY0CI,B00014351Q,AmazonAddict0914,Love the color,Five Stars,1462320000,{'Color:': ' Humidi-Tea'},
3556,5,,True,"05 2, 2016",A2NKAC47GNEUA7,B00014351Q,susan mckennie,Love the color,Five Stars,1462147200,{'Color:': ' Show Us You Tips!'},
3557,5,,True,"04 30, 2016",A1FSNPR9C50V7Q,B00014351Q,R. Black,Very Pretty Color for summer!,Love OPI!,1461974400,,
3558,4,,True,"04 30, 2016",A2JSKATCBR6PJQ,B00014351Q,SYLVIA COOLEY,Nice color for summer,Four Stars,1461974400,{'Color:': ' Show Us You Tips!'},
3559,2,4,True,"04 29, 2016",AQPDPA0KG6PYD,B00014351Q,D algrele,"It's a pretty color, but it took 4 coats for it to completely cover.",Two Stars,1461888000,{'Color:': ' Suzi Nails New Orleans'},
3560,5,,True,"08 8, 2017",A2IGZXPAT1CXNF,B000142FVW,LaurenG,Very cute color! I love it!,I love it!,1502150400,"{'Color:': "" It's a Girl!""}",
3561,5,,True,"08 8, 2017",A23KV2EPEKB5G5,B000142FVW,JTA,Trusted brand.  Great product.  Gorgeous color!,Great product.  Gorgeous color!,1502150400,{'Color:': ' No Room for the Blues'},
3562,5,,True,"08 8, 2017",A1IRSLSEZKL76B,B000142FVW,pattig,Beautiful color and compliments any skin tone.,Five Stars,1502150400,{'Color:': ' Cozu-melted in the Sun'},
3563,5,,True,"08 7, 2017",A1H5G2FGHA4OM7,B000142FVW,Dschrepfer,"Love the color!  I bought this for my daughters upcoming wedding, the color is soft and it goes perfectly with her wedding party colors.",Love the color,1502064000,{'Color:': ' Princesses Rule!'},
3564,5,,False,"08 7, 2017",AIZQGKDENTQ9I,B000142FVW,Amazon Customer,"I love this polish! It lasts a week on my finger nails, chip free, for a week with out a top coat!",I love this polish,1502064000,{'Color:': ' Bubble Bath'},
3565,5,,False,"08 7, 2017",A3RZ6GLHZ5P8D6,B000142FVW,Amazon Customer,Nice color and texture!,Great product,1502064000,"{'Color:': "" Don't Bossa Nova Me Around""}",
3566,5,,True,"08 7, 2017",A19D15W1QGD6TV,B000142FVW,grdane2000,LOVE LOVE LOVE .... this color nail polish! This is So pretty on the nail and the toes and it stays on really good too. I used the OPI base coat and the OPI high Shine top coat and it's been on over 2 weeks and it looks like it's a new manicure,****OPI Purple with a Purpose ****,1502064000,{'Color:': ' Purple with a Purpose'},
3567,3,,True,"08 6, 2017",ASR57XQYKV6JG,B000142FVW,Shelly,"Beautiful color, can not last long",Three Stars,1501977600,{'Color:': ' Live.Love.Carnaval'},
3568,5,,True,"08 6, 2017",A2QGKCP2CWBXGR,B000142FVW,R0iB0i,I'm so use to dollar tree polish and the ridiculous drying time. I tried this one and they dried within 10 minutes. Amazing! Plus they don't make my hands sweat. Will now look into getting other colors. :),Love it,1501977600,{'Color:': ' Black Onyx'},
3569,5,,True,"08 5, 2017",ABRBXHIDY2N5T,B000142FVW,Linda Allen,This is a very good polish for all skin tones plus complements the clothes you wear. Goes on well and the color stays fresh between color change.,Good polish and a good color,1501891200,{'Color:': ' California Raspberry'},
3570,5,2,True,"04 28, 2016",A3PZ0K3FD2Z6H8,B00014351Q,P. Rockwell,This is a fantastic blue color! Thanks OPI!,OPI Rich Girls & Po-Boys-2016,1461801600,{'Color:': ' Rich Girls & Po-Boys'},
3571,5,,True,"04 27, 2016",A1XH3G8Z3BV732,B00014351Q,Yanira Estrada,Perfect periwinkle blue and sparkly,Perfect for your spring manicure,1461715200,{'Color:': ' Show Us You Tips!'},
3572,5,,True,"04 27, 2016",A1442T2KMLUMH4,B00014351Q,Amanda,Love this color for a bright summer look!,Five Stars,1461715200,,
3573,5,,True,"04 27, 2016",A1442T2KMLUMH4,B00014351Q,Amanda,Love this color for a bright summer look.,Five Stars,1461715200,{'Color:': ' Got Myself into a Jam-balaya'},
3574,5,,True,"04 26, 2016",A3MHD1LDXIQEF0,B00014351Q,Loly,This color is beautiful.  I love!,Five Stars,1461628800,{'Color:': ' Show Us You Tips!'},
3575,5,,True,"04 26, 2016",A1GWGGF08976H1,B00014351Q,Jacobsae,"Quick shipping, fantastic color, can't beat the price. Bravo!","Beautiful, vibrant color",1461628800,,
3576,5,,True,"04 24, 2016",APKETDH7FYRBV,B00014351Q,Alabama Teacher,Great spring and summer color!,Perfect polish,1461456000,,
3577,5,,True,"04 24, 2016",AA8A6NJUVPNO,B00014351Q,Marie,"Love, love, love! Gorgeous color, lasts forever and get constant compliments...best buy ever!!!",Five Stars,1461456000,{'Color:': ' Rich Girls & Po-Boys'},
3578,5,,True,"04 23, 2016",A3NDN9A3921WVI,B00014351Q,Becca,Beautiful colour. It goes great with spring/summer outfits. Shipping was quick.,Pretty blue,1461369600,{'Color:': ' Rich Girls & Po-Boys'},
3579,5,,True,"04 23, 2016",A9KHHBYYSKZPD,B00014351Q,Kristen Schmidlin,Awesome color! Fast delivery too!,Love it,1461369600,,
3580,5,,True,"08 5, 2017",A21CCRU2VDGBMF,B000142FVW,Marilyn A. Duvall,Have used OPI Nail Polish and love it.  I wouldn't use any other brand.,Five Stars,1501891200,{'Color:': ' Bubble Bath'},
3581,5,,True,"08 5, 2017",A0313432KNU1BKOKDGWA,B000142FVW,penpen,My favorite nail color.,Five Stars,1501891200,{'Color:': ' Mod About You'},
3582,5,,True,"08 5, 2017",A3OF6IXUJEZSO,B000142FVW,Amazon Customer,Love the color,Five Stars,1501891200,{'Color:': ' Hawaiian Orchid'},
3583,5,,True,"08 5, 2017",A3N07BW3BQ7QXM,B000142FVW,Ramona,Dark with a hint of burgundy.  I get complaints all the time when i wear this color.,My favorite color,1501891200,{'Color:': ' Black Cherry Chutney'},
3584,5,,True,"08 5, 2017",A294SX94FK1QOA,B000142FVW,Amazon Customer,Beautiful nude shade of pink. Simply lovely.,Five Stars,1501891200,{'Color:': ' Bubble Bath'},
3585,3,,True,"08 5, 2017",A5E9WXWL6ZDKH,B000142FVW,Emily,I literally have no idea why it doesn't have a good quality as I expected. I heard that OPI is a good brand in nail polishes but it takes a long time to dry and doesn't go smoothly on my nails. I love the color but this is not what I expected.,... literally have no idea why it doesn't have a good quality as I expected,1501891200,{'Color:': ' Teal the Cows Come Home'},
3586,5,,True,"08 4, 2017",A2VVRAR5YTXYW6,B000142FVW,Christine Pascarella,"A great one coat black polish. Nice consistency, applies nicely",Opaque in one coat!,1501804800,{'Color:': ' Black Onyx'},
3587,5,,True,"08 4, 2017",A7NC1E07VP7KK,B000142FVW,R. Dahl,Best brown out there,Five Stars,1501804800,{'Color:': ' My Private Jet'},
3588,5,,True,"08 4, 2017",A31LQSSUL84X50,B000142FVW,Amazon Customer,Love this shade!  It's one of my favorites!  It does require 2-3 coats though so beware.,Love!,1501804800,{'Color:': ' Funny Bunny'},
3589,4,,True,"08 4, 2017",A2KEZ2PZ2JN4SL,B000142FVW,Halifax NS resident ,I ordered 4 bottles and one was broken. What a mess. I won't order nail polish again.,Poorly packaged nail polish,1501804800,{'Color:': ' Coney Island Cotton Candy'},
3590,5,,True,"04 23, 2016",A11CS1OL2JDXC3,B00014351Q,Alisa Yates,Love this color!  Will be a summer go to for sure!,Love it!,1461369600,{'Color:': ' Got Myself into a Jam-balaya'},
3591,5,,True,"04 23, 2016",A3BUUX550AR9W5,B00014351Q,lb17,Perfect color for Spring/Summer.  I get compliments every time I wear it.,Five Stars,1461369600,{'Color:': ' Rich Girls & Po-Boys'},
3592,5,,True,"04 22, 2016",A1KSXG2XLUR5K8,B00014351Q,Joann J. Gabriel,nice color,Five Stars,1461283200,{'Color:': ' Take a Right on Bourbon'},
3593,5,,True,"04 22, 2016",A2T7E9GPF8J5NR,B00014351Q,Book reviews on gashed,Love love love this color and polish!!,So happy with my experience!,1461283200,{'Color:': ' Rich Girls & Po-Boys'},
3594,5,32,True,"04 21, 2016",A3TI4TTSO8N11N,B00014351Q,amyjuz,Came quickly! Love the color and have had many compliments on it!,Love the color and have had many compliments on it,1461196800,{'Color:': ' Rich Girls & Po-Boys'},['https://images-na.ssl-images-amazon.com/images/I/71NU4LiroZL._SY88.jpg']
3595,5,,True,"04 21, 2016",A72XYJ5SRMJPH,B00014351Q,Michelle D. Jeansonne,Love the color,Five Stars,1461196800,{'Color:': ' I Manicure for Beads'},
3596,5,5,True,"04 21, 2016",ARLEELJE5DD55,B00014351Q,Penny,Love this color so much! You can tell the difference in quality between OPI and the cheaper nail polish brands. Will buy from again!,Love this!!,1461196800,{'Color:': ' Got Myself into a Jam-balaya'},
3597,5,,True,"04 19, 2016",A6W8B8IEBJ0UN,B00014351Q,S. Esquibel,"again, fast service,  another beautiful OPI color!",another beautiful OPI color,1461024000,{'Color:': ' Got Myself into a Jam-balaya'},
3598,5,,True,"04 19, 2016",A6W8B8IEBJ0UN,B00014351Q,S. Esquibel,"Great Service, Beautiful color! Another winner from OPI!",Five Stars,1461024000,{'Color:': ' Spare Me a French Quarter?'},
3599,3,5,True,"04 19, 2016",A1CEBUX17ZNNVC,B00014351Q,Elizabeth Brooks,More salmon than the illustrated color. Flat. No pizzazz,Three Stars,1461024000,{'Color:': ' Suzi Nails New Orleans'},
3600,5,,True,"08 3, 2017",A3VOY27YC90LJ5,B000142FVW,Kindle Customer,Very nice white polish that is not too white. Close to a marshmallow color. Two coats was enough for medium coverage.,Good white polish,1501718400,{'Color:': ' Funny Bunny'},
3601,5,,True,"08 3, 2017",AJ3ODUKXG0VC0,B000142FVW,Fernanda Parenti,"Beautiful color, great quality!",Five Stars,1501718400,{'Color:': ' Taupe-less Beach'},
3602,5,,True,"08 3, 2017",A1E5CS6UI1LWQF,B000142FVW,Tati,Love this color.,Five Stars,1501718400,{'Color:': ' Funny Bunny'},
3603,5,,True,"08 3, 2017",A2XPIVL3HM2801,B000142FVW,Tebe,My go-to color all year long. Please never discontinue! :),Five Stars,1501718400,{'Color:': ' Funny Bunny'},
3604,5,,False,"08 3, 2017",A6HSHV6XPPQKQ,B000142FVW,melissa l.,Beautiful! Shimmery finish. I just wish my pedicure had lasted longer. I can't find this in stores anywhere and am glad it's on Amazon!,Beautiful! Shimmery finish,1501718400,{'Color:': ' I Sea You Wear OPI'},['https://images-na.ssl-images-amazon.com/images/I/71o+qPAnmmL._SY88.jpg']
3605,5,,False,"08 2, 2017",A2AJL0ODI8H9LY,B000142FVW,Jeff A. Guth,Best Yellow nail polish!,Five Stars,1501632000,"{'Color:': "" I Just Can't Cope-acabana""}",
3606,5,,True,"08 2, 2017",A245G8EE7UNA1I,B000142FVW,Chii,very nice,go ahead and buy,1501632000,{'Color:': ' Samoan Sand'},
3607,2,,True,"08 2, 2017",A2NE1P1ZCDDGKA,B000142FVW,ssb,Pretty color polish however the hairs on the  brush are bent making application of the polish impossible and messy. so I'm unable to apply it until I find another brush at this point. I am not sure if this is just a quality issue or was it previously used and sold that way.,Poor quality or used?,1501632000,{'Color:': ' A-Rose at Dawn...Broke by Noon'},
3608,2,,True,"08 2, 2017",AKN57F5KD57V8,B000142FVW,Ladylumps03,This was very thin and did not give any color to my nails. I actually think this product damaged my nails as they all started splitting a few days after.,This was very thin and did not give any color ...,1501632000,{'Color:': ' Coney Island Cotton Candy'},
3609,5,,True,"08 2, 2017",A382YC1HDPH9QE,B000142FVW,Amazon Customer,New favorite color!,Love it!,1501632000,{'Color:': ' ElePhantastic Pink'},
3610,5,,True,"04 19, 2016",AD6225OB1J70L,B00014351Q,EDH,Can't wait to go to the nail salon!,"Can you say Summer, Summer Time",1461024000,{'Color:': ' I Manicure for Beads'},
3611,5,44,True,"04 19, 2016",A2HC2RZGQSANXE,B00014351Q,J,The color is very subtle but beautiful. Absolutely gorgeous.,Five Stars,1461024000,{'Color:': ' Humidi-Tea'},['https://images-na.ssl-images-amazon.com/images/I/61d984uSEcL._SY88.jpg']
3612,5,,True,"04 19, 2016",A2BV6D29EIY9MY,B00014351Q,Mom2boys,Love this color. It is a beautiful periwinkle blue with shimmer.,Beautiful periwinkle shimmery blue,1461024000,{'Color:': ' Show Us You Tips!'},
3613,5,,True,"04 18, 2016",ATMC6C4WV1MO4,B00014351Q,A Customer,Color is very bright...not for the faint of heart...but I like it.,but I like it.,1460937600,{'Color:': ' Rich Girls & Po-Boys'},
3614,5,5,False,"04 18, 2016",AFING0ONPSFUL,B00014351Q,Melissa Wilson,"I have been searching for this shade of blue! It's perfect! I added a cute flower design on my big toe for fun! Love, love, love!!!",Perfect Blue at Last,1460937600,{'Color:': ' Rich Girls & Po-Boys'},['https://images-na.ssl-images-amazon.com/images/I/5131iJLRfcL._SY88.jpg']
3615,5,6,True,"04 17, 2016",A2TCFCP4MX7GFR,B00014351Q,Bill &amp; Bev,"Item arrived very fast and well packaged.  I love the quality of the OPI polishes. The only thing I would caution against is the color.  The photo of the purple polish shows a very deep rich purple color, well this color for Spring is not like that.  After two coats, I might describe it a very deep purplish-mauve color.  It is not the pure purple as I was hoping for but its a nice color for spring anyway.",I love the quality of the OPI polishes,1460851200,{'Color:': ' I Manicure for Beads'},
3616,5,,False,"04 15, 2016",A3589BC2ZZI6Y5,B00014351Q,T&amp;P Wilson,"Beautiful long lasting enamel
Love it",Five Stars,1460678400,{'Color:': ' Got Myself into a Jam-balaya'},
3617,5,,True,"04 15, 2016",A29MN2UX5ZN16S,B00014351Q,Patti Jacko,"Pretty purple. If you like color, you'll like this.",Pretty purple,1460678400,{'Color:': ' I Manicure for Beads'},
3618,5,,True,"04 10, 2016",A34UI7OO3QYVWN,B00014351Q,Amazon lover!,Beautiful color! It's sort of a matte color and covers up my dark nails! Love it!,Beautiful color,1460246400,{'Color:': ' Rich Girls & Po-Boys'},
3619,5,,True,"04 7, 2016",A3VNJJU5GOS97N,B00014351Q,O&#039;s Ma,Vibrant,Five Stars,1459987200,{'Color:': ' I Manicure for Beads'},
3620,5,,True,"04 7, 2016",A3VNJJU5GOS97N,B00014351Q,O&#039;s Ma,Great Spring color,Five Stars,1459987200,{'Color:': ' Humidi-Tea'},
3621,5,,True,"04 7, 2016",A3VNJJU5GOS97N,B00014351Q,O&#039;s Ma,Beautiful shade,Five Stars,1459987200,"{'Color:': "" I'm Sooo Swamped!""}",
3622,3,,True,"04 1, 2016",A2RZE455ZZHK1P,B00014351Q,DLB,"The polish I received looks nothing like the color depicted in photo.

With two coats this is a see through, shimmering, lavender shade.
This is not an opaque polish.",OPI NEW ORLEANS SPRING 2016...SHOW US YOUR TIPS,1459468800,{'Color:': ' Show Us You Tips!'},
3623,3,9,True,"04 1, 2016",A3BRAP4TDZSN6Y,B00014351Q,maplover,Not as bright or vibrant as I had hoped it would be--kinda flat salmon.,eh,1459468800,{'Color:': ' Got Myself into a Jam-balaya'},
3624,5,,True,"03 29, 2016",A3W1RUGBNBOUE4,B00014351Q,Amazon Customer,Very flattering on my light olive skin and it stays on all week!,Beautiful Color for Spring,1459209600,,
3625,2,2,True,"03 21, 2016",A20AKOQVCPTK2P,B00014351Q,Amazon Customer,Is a gold tone not a silver@,Two Stars,1458518400,{'Color:': ' Take a Right on Bourbon'},
